################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.0079568204416685E+00 a      1054     1    11     2     4
 -5.7435513633333390E-01 a      1055     1    11     2     5
  2.7226060752476574E-02 a      1056     1    11     2     6
 -4.5270523717934952E-01 a      1057     1    11     2     7
 -3.3164271827507447E-01 a      1058     1    11     2     8
 -9.6354127204796003E-01 a      1059     1    11     2     9
  2.1591902418675626E-01 a      1060     1    11     2    10
  3.5254551232868325E-01 a      1061     1    11     2    11
  1.3650553127361818E-02 a      1062     1    11     2    12
 -2.5660484207823686E-01 a      1063     1    11     2    13
  4.7503700366011309E-01 a      1064     1    11     2    14
 -8.4645780551005204E-02 a      1065     1    11     2    15
 -2.2217737843241020E-01 a      1066     1    11     2    16
 -1.5999731302694406E-01 a      1067     1    11     2    17
 -3.0038247340371144E-01 a      1068     1    11     2    18
 -6.0781460116295682E-01 a      1069     1    11     2    19
  2.6887557220665259E-01 a      1070     1    11     2    20
 -1.9803672527272098E-01 a      1071     1    11     2    21
 -1.0368986872130806E-01 a      1072     1    11     2    22
  6.6249558051086488E-01 a      1073     1    11     2    23
 -3.2871939027888325E-01 a      1074     1    11     2    24
  1.8271035447482073E-01 a      1075     1    11     2    25
  5.3688075364964727E-01 a      1076     1    12     2     1
  1.2462062717231026E-01 a      1077     1    12     2     2
  6.4058114239666106E-02 a      1078     1    12     2     3
  5.6753293449525011E-01 a      1079     1    12     2     4
  9.1000477007335201E-01 a      1080     1    12     2     5
  3.0342073642156225E-01 a      1081     1    12     2     6
  3.7018341563526591E-01 a      1082     1    12     2     7
 -4.0163768222525026E-01 a      1083     1    12     2     8
 -3.6977192526768365E-01 a      1084     1    12     2     9
 -1.6106839431171402E-01 a      1085     1    12     2    10
  6.7102455585270615E-01 a      1086     1    12     2    11
 -3.3970521620426342E-01 a      1087     1    12     2    12
 -1.9397498526703940E-02 a      1088     1    12     2    13
 -2.0013041601304565E-01 a      1089     1    12     2    14
 -5.1734177712248183E-02 a      1090     1    12     2    15
  1.8626353866036563E-01 a      1091     1    12     2    16
 -5.2122887288676173E-02 a      1092     1    12     2    17
 -2.2396125845422815E-01 a      1093     1    12     2    18
 -1.5832585358185322E-01 a      1094     1    12     2    19
 -4.3394235395208978E-03 a      1095     1    12     2    20
 -6.7213624141588185E-02 a      1096     1    12     2    21
  4.2920160846477734E-01 a      1097     1    12     2    22
  6.2229950163026981E-01 a      1098     1    12     2    23
  1.0022661812703268E-02 a      1099     1    12     2    24
 -2.4735819734633849E-02 a      1100     1    12     2    25
 -4.0313210940344668E-01 a      1101     1    13     2     1
  1.5397297690069603E-01 a      1102     1    13     2     2
 -4.2760081514086473E-01 a      1103     1    13     2     3
 -1.7338281439517150E-01 a      1104     1    13     2     4
 -1.9426221308353375E-01 a      1105     1    13     2     5
  2.9449806215259616E-01 a      1106     1    13     2     6
 -3.9063784490312642E-01 a      1107     1    13     2     7
 -2.4801963349695491E-01 a      1108     1    13     2     8
 -5.7918673941154108E-01 a      1109     1    13     2     9
  2.6433412243939941E-01 a      1110     1    13     2    10
 -1.8890141163127033E-01 a      1111     1    13     2    11
 -1.5338633060666271E-02 a      1112     1    13     2    12
  1.8733385825464629E-02 a      1113     1    13     2    13
 -8.8873443378463424E-02 a      1114     1    13     2    14
 -2.5762676749618257E-01 a      1115     1    13     2    15
  4.9198393485542274E-01 a      1116     1    13     2    16
  2.4002574969821722E-01 a      1117     1    13     2    17
 -4.1272375021837054E-01 a      1118     1    13     2    18
 -1.1615548777136590E-01 a      1119     1    13     2    19
  2.3532536062986445E-01 a      1120     1    13     2    20
  3.8371195543727959E-01 a      1121     1    13     2    21
  6.1549360944942642E-02 a      1122     1    13     2    22
  6.7378351930380193E-02 a      1123     1    13     2    23
  2.9919691252478092E-01 a      1124     1    13     2    24
 -2.3326985255788121E-02 a      1125     1    13     2    25
  5.9857084461354557E-02 a      1126     1    14     2     1
  1.7863263679464891E-01 a      1127     1    14     2     2
 -5.4923317180890253E-02 a      1128     1    14     2     3
 -7.5391291661049897E-01 a      1129     1    14     2     4
 -2.1588332404329464E-02 a      1130     1    14     2     5
  3.3753184739508624E-01 a      1131     1    14     2     6
 -2.2432861659906780E-01 a      1132     1    14     2     7
  3.1135275173780103E-01 a      1133     1    14     2     8
  5.2737876459419103E-02 a      1134     1    14     2     9
 -5.0365119387940027E-01 a      1135     1    14     2    10
 -1.2593462993185098E-01 a      1136     1    14     2    11
 -1.2414794847002706E+00 a      1137     1    14     2    12
  8.8778842578243777E-01 a      1138     1    14     2    13
 -9.5982341302869714E-02 a      1139     1    14     2    14
 -5.0381590352280570E-01 a      1140     1    14     2    15
 -1.5875402172182415E-01 a      1141     1    14     2    16
  1.1035143418481574E+00 a      1142     1    14     2    17
 -4.2220946834986750E-01 a      1143     1    14     2    18
  1.1557634013795347E-01 a      1144     1    14     2    19
 -1.5247867797072842E-01 a      1145     1    14     2    20
  2.8289345841551861E-01 a      1146     1    14     2    21
  3.5285169337426803E-01 a      1147     1    14     2    22
  3.1005722335899871E-01 a      1148     1    14     2    23
 -3.7688227852333983E-01 a      1149     1    14     2    24
  2.9427296946374915E-01 a      1150     1    14     2    25
 -2.5286520657064632E-01 a      1151     1    15     2     1
  5.1129814306336296E-01 a      1152     1    15     2     2
 -1.7945314640995669E-01 a      1153     1    15     2     3
 -6.2016326865641369E-01 a      1154     1    15     2     4
 -8.7108311621475853E-01 a      1155     1    15     2     5
 -3.8420355882945406E-01 a      1156     1    15     2     6
 -7.6485168868639886E-01 a      1157     1    15     2     7
 -2.8957935892302494E-01 a      1158     1    15     2     8
  1.0430173863584666E-01 a      1159     1    15     2     9
  3.9759815648498209E-01 a      1160     1    15     2    10
 -4.2506153343188505E-03 a      1161     1    15     2    11
 -7.7493276051245585E-01 a      1162     1    15     2    12
 -4.6397309677096926E-01 a      1163     1    15     2    13
 -3.4265938534169144E-01 a      1164     1    15     2    14
 -6.1831498944182146E-03 a      1165     1    15     2    15
  9.5026680973254573E-03 a      1166     1    15     2    16
  2.8326630352987540E-02 a      1167     1    15     2    17
 -1.5964227291447647E-01 a      1168     1    15     2    18
 -1.5705487546753669E-01 a      1169     1    15     2    19
 -3.1031394315491884E-01 a      1170     1    15     2    20
 -3.2993900429595657E-01 a      1171     1    15     2    21
 -1.2729466086778862E-01 a      1172     1    15     2    22
 -7.0458427634841903E-01 a      1173     1    15     2    23
  2.2013414442111318E-01 a      1174     1    15     2    24
 -2.4820287070389194E-01 a      1175     1    15     2    25
  2.8711646407085245E-01 a      1176     1    16     2     1
 -1.3276491515783778E-01 a      1177     1    16     2     2
 -6.2563722707842406E-01 a      1178     1    16     2     3
 -1.1951675917781510E-01 a      1179     1    16     2     4
  3.2646210857679964E-01 a      1180     1    16     2     5
  2.0734378464090900E-01 a      1181     1    16     2     6
 -8.2631738006255595E-01 a      1182     1    16     2     7
 -7.8274253125205595E-01 a      1183     1    16     2     8
 -3.1342333789553273E-01 a      1184     1    16     2     9
  5.9208320662379535E-02 a      1185     1    16     2    10
 -8.7053284726796784E-03 a      1186     1    16     2    11
 -2.3554945961503743E-01 a      1187     1    16     2    12
  4.7751937340906395E-02 a      1188     1    16     2    13
 -2.1073797151109733E-01 a      1189     1    16     2    14
 -2.3422905105735170E-01 a      1190     1    16     2    15
  3.8830466287631843E-01 a      1191     1    16     2    16
  3.1526176822018616E-02 a      1192     1    16     2    17
 -6.0050599313365913E-02 a      1193     1    16     2    18
 -8.4749607490858261E-02 a      1194     1    16     2    19
  1.3019456525990869E-01 a      1195     1    16     2    20
 -2.7774028856170851E-01 a      1196     1    16     2    21
  2.1475694875847678E-01 a      1197     1    16     2    22
  8.5930275790547614E-02 a      1198     1    16     2    23
  4.9680722136610983E-01 a      1199     1    16     2    24
 -1.9376765208081903E-01 a      1200     1    16     2    25
 -4.5886632733358396E-01 a      1201     1    17     2     1
 -2.7594057227650109E-01 a      1202     1    17     2     2
 -1.9684002699411815E-01 a      1203     1    17     2     3
  8.1706240351230119E-01 a      1204     1    17     2     4
  1.7263341175432353E-01 a      1205     1    17     2     5
 -1.2751315520173254E-01 a      1206     1    17     2     6
 -1.3999905092086257E-02 a      1207     1    17     2     7
  9.9525001776174724E-02 a      1208     1    17     2     8
 -4.3691219445128598E-01 a      1209     1    17     2     9
 -1.5053586910578273E-02 a      1210     1    17     2    10
 -6.8808051308920670E-01 a      1211     1    17     2    11
  3.5207042537167516E-01 a      1212     1    17     2    12
 -3.0899050216638424E-01 a      1213     1    17     2    13
  3.1455109436493117E-01 a      1214     1    17     2    14
 -6.9763321686980573E-02 a      1215     1    17     2    15
 -1.4412826502974088E-01 a      1216     1    17     2    16
 -1.5481598256521503E-01 a      1217     1    17     2    17
 -5.7666209926423625E-03 a      1218     1    17     2    18
 -1.3988090305406567E-01 a      1219     1    17     2    19
  1.9599853685225675E-02 a      1220     1    17     2    20
  2.0814808888358116E-01 a      1221     1    17     2    21
 -2.1284551232759163E-01 a      1222     1    17     2    22
  1.4910255623765320E-01 a      1223     1    17     2    23
 -3.4087539972072672E-02 a      1224     1    17     2    24
 -3.0991310606250558E-02 a      1225     1    17     2    25
 -3.0304513900421143E-01 a      1226     1    18     2     1
  6.7334976566962912E-02 a      1227     1    18     2     2
  4.0741583037322865E-02 a      1228     1    18     2     3
  3.4059489456517372E-01 a      1229     1    18     2     4
 -2.7103650686844399E-01 a      1230     1    18     2     5
 -1.8780096969047322E-01 a      1231     1    18     2     6
 -4.1297854177282722E-01 a      1232     1    18     2     7
 -2.9778136651367398E-01 a      1233     1    18     2     8
  2.9539179696356116E-01 a      1234     1    18     2     9
 -2.5175793669746194E-02 a      1235     1    18     2    10
 -6.4255768509971967E-01 a      1236     1    18     2    11
  4.5114453146487216E-01 a      1237     1    18     2    12
 -3.8709222109476438E-01 a      1238     1    18     2    13
 -6.3072633983340579E-02 a      1239     1    18     2    14
  3.5864044347739060E-01 a      1240     1    18     2    15
 -1.1609084357108586E-01 a      1241     1    18     2    16
 -4.7439198955807926E-01 a      1242     1    18     2    17
  1.2530198807287623E-02 a      1243     1    18     2    18
 -5.1150233457468330E-01 a      1244     1    18     2    19
  2.2132672057641692E-01 a      1245     1    18     2    20
 -2.4312084956732843E-01 a      1246     1    18     2    21
  3.2483125122046957E-02 a      1247     1    18     2    22
 -1.4911134783121080E-01 a      1248     1    18     2    23
  3.9655019882523845E-01 a      1249     1    18     2    24
 -6.3334564450763375E-01 a      1250     1    18     2    25
  3.4700491799026872E-01 a      1251     1    19     2     1
  8.7412476289058916E-01 a      1252     1    19     2     2
  8.3650008903450435E-01 a      1253     1    19     2     3
 -4.3912494714037964E-01 a      1254     1    19     2     4
  3.0241744865556147E-01 a      1255     1    19     2     5
  6.3916175390540231E-01 a      1256     1    19     2     6
  1.7990487041371062E-01 a      1257     1    19     2     7
  8.8725949926713632E-01 a      1258     1    19     2     8
  2.5641987570780000E-01 a      1259     1    19     2     9
 -4.8296240039023175E-01 a      1260     1    19     2    10
 -7.2203552319552256E-01 a      1261     1    19     2    11
 -1.0409628190751679E+00 a      1262     1    19     2    12
 -2.7132871193427732E-01 a      1263     1    19     2    13
 -4.9325081699798795E-01 a      1264     1    19     2    14
 -3.0253698930539941E-01 a      1265     1    19     2    15
  1.9591009260913483E-01 a      1266     1    19     2    16
 -3.4303149604348682E-01 a      1267     1    19     2    17
 -2.6340641686214200E-01 a      1268     1    19     2    18
  5.0433047519532126E-01 a      1269     1    19     2    19
 -2.6479758132206110E-01 a      1270     1    19     2    20
  8.4286305783160442E-01 a      1271     1    19     2    21
  1.1752009109425263E+00 a      1272     1    19     2    22
  6.0896767681063302E-01 a      1273     1    19     2    23
 -1.7304147125046157E-01 a      1274     1    19     2    24
 -1.4849033732115727E-01 a      1275     1    19     2    25
  5.4326843419426107E-01 a      1276     1    20     2     1
  4.8667883525516897E-01 a      1277     1    20     2     2
  1.0302901858177947E-01 a      1278     1    20     2     3
 -9.4280516919338042E-01 a      1279     1    20     2     4
 -4.0769726093156200E-01 a      1280     1    20     2     5
  3.0636875534318458E-01 a      1281     1    20     2     6
 -1.1643051268599323E+00 a      1282     1    20     2     7
 -9.1730306888486968E-01 a      1283     1    20     2     8
 -5.5615725657570503E-01 a      1284     1    20     2     9
  5.6384287581175460E-02 a      1285     1    20     2    10
  7.0343246334661014E-01 a      1286     1    20     2    11
 -8.8140921304441877E-01 a      1287     1    20     2    12
  1.8535456862361247E-02 a      1288     1    20     2    13
 -4.6321960747352936E-01 a      1289     1    20     2    14
 -1.3375122941309583E-01 a      1290     1    20     2    15
  5.7583066684256938E-02 a      1291     1    20     2    16
  2.0654220384342489E-01 a      1292     1    20     2    17
 -4.3490807974387269E-01 a      1293     1    20     2    18
  2.7087542278736515E-01 a      1294     1    20     2    19
  2.3116114913930522E-01 a      1295     1    20     2    20
  2.0568678538158205E-01 a      1296     1    20     2    21
  1.0360492740719203E+00 a      1297     1    20     2    22
  7.0715233870560623E-01 a      1298     1    20     2    23
  1.8262839329201380E-01 a      1299     1    20     2    24
 -3.8809374465346630E-01 a      1300     1    20     2    25
  3.0694364677217112E-01 a      1301     1    21     2     1
 -5.1432056564025400E-02 a      1302     1    21     2     2
 -6.5775220524154326E-02 a      1303     1    21     2     3
  3.9799470441893192E-02 a      1304     1    21     2     4
  9.8767421110003428E-01 a      1305     1    21     2     5
  1.0592283604594384E-01 a      1306     1    21     2     6
 -6.0014530128326649E-01 a      1307     1    21     2     7
  2.4542619696595330E-01 a      1308     1    21     2     8
 -3.2978643321689272E-01 a      1309     1    21     2     9
 -1.0569484936910721E-01 a      1310     1    21     2    10
 -4.2317985184653156E-01 a      1311     1    21     2    11
 -1.5717840885507478E-01 a      1312     1    21     2    12
 -4.0908956961864035E-01 a      1313     1    21     2    13
  1.6199803470837375E-02 a      1314     1    21     2    14
  2.4632359542442145E-01 a      1315     1    21     2    15
  3.4564059777672490E-01 a      1316     1    21     2    16
 -1.4591536160870452E-01 a      1317     1    21     2    17
  4.0968147623076517E-02 a      1318     1    21     2    18
 -8.0953193117606226E-01 a      1319     1    21     2    19
  7.4064133099129457E-03 a      1320     1    21     2    20
  6.6428343400926659E-01 a      1321     1    21     2    21
 -1.5850469939282474E-02 a      1322     1    21     2    22
  1.0732069989934526E-01 a      1323     1    21     2    23
  3.7862774663270199E-01 a      1324     1    21     2    24
  3.1200405998442715E-01 a      1325     1    21     2    25
  9.0770858985733660E-01 a      1326     1    22     2     1
  2.1343123763093569E-01 a      1327     1    22     2     2
 -3.5529763425676097E-02 a      1328     1    22     2     3
  5.5571571164581368E-01 a      1329     1    22     2     4
  3.8358203187159823E-01 a      1330     1    22     2     5
  1.6251365514423782E-01 a      1331     1    22     2     6
 -4.3491402503505933E-01 a      1332     1    22     2     7
 -1.4012465531304747E+00 a      1333     1    22     2     8
 -4.1778728421821021E-01 a      1334     1    22     2     9
  3.0230454549178781E-01 a      1335     1    22     2    10
  1.8799713037047983E-01 a      1336     1    22     2    11
 -4.2299001797966285E-01 a      1337     1    22     2    12
  5.2460057669790705E-01 a      1338     1    22     2    13
 -1.7867808352753797E-01 a      1339     1    22     2    14
 -5.7736697157087780E-01 a      1340     1    22     2    15
  8.3620145238793658E-02 a      1341     1    22     2    16
  3.9473652665886638E-01 a      1342     1    22     2    17
 -2.6497411271529303E-01 a      1343     1    22     2    18
  1.4279989274313504E-01 a      1344     1    22     2    19
  2.0111218232795319E-01 a      1345     1    22     2    20
 -1.1774866848934822E+00 a      1346     1    22     2    21
 -2.2363914947441388E-01 a      1347     1    22     2    22
 -7.8206202898488661E-02 a      1348     1    22     2    23
  1.6836675654115740E-01 a      1349     1    22     2    24
  7.1370075563330171E-01 a      1350     1    22     2    25
 -2.8220038803219399E-01 a      1351     1    23     2     1
 -5.8583488024896069E-01 a      1352     1    23     2     2
 -1.4073125597164116E-01 a      1353     1    23     2     3
  9.2187526985509416E-01 a      1354     1    23     2     4
 -7.9523168708315866E-03 a      1355     1    23     2     5
 -1.1243050576675294E-02 a      1356     1    23     2     6
  1.9823097860759650E-01 a      1357     1    23     2     7
  4.7988251112801872E-01 a      1358     1    23     2     8
  1.5751813590679103E-01 a      1359     1    23     2     9
  1.0322115885507181E-01 a      1360     1    23     2    10
  2.4404235544329839E-01 a      1361     1    23     2    11
 -6.5561403355622758E-02 a      1362     1    23     2    12
  2.4946828326226636E-01 a      1363     1    23     2    13
 -2.2270103726299850E-01 a      1364     1    23     2    14
  1.2972035282048883E-01 a      1365     1    23     2    15
  2.6089221889127306E-01 a      1366     1    23     2    16
 -2.3517020906463523E-01 a      1367     1    23     2    17
 -1.1513439488676577E-01 a      1368     1    23     2    18
 -5.5804801872034893E-01 a      1369     1    23     2    19
  1.9950552147782377E-01 a      1370     1    23     2    20
  3.7364107421549375E-01 a      1371     1    23     2    21
 -2.6348942791592755E-01 a      1372     1    23     2    22
 -2.4149730555097778E-02 a      1373     1    23     2    23
  5.1545280919031902E-03 a      1374     1    23     2    24
  1.2883155193450235E-01 a      1375     1    23     2    25
 -6.5910824941458224E-01 a      1376     1    24     2     1
  5.0825188234135044E-01 a      1377     1    24     2     2
  2.9142480183935304E-01 a      1378     1    24     2     3
  5.6761874348896890E-01 a      1379     1    24     2     4
  3.1363805983749476E-01 a      1380     1    24     2     5
 -1.0376769876774997E-01 a      1381     1    24     2     6
  4.6284618113582715E-01 a      1382     1    24     2     7
 -1.2087702867327547E-01 a      1383     1    24     2     8
  2.1948161106928574E-01 a      1384     1    24     2     9
 -1.2018667608010050E-01 a      1385     1    24     2    10
  4.2909195244417532E-02 a      1386     1    24     2    11
 -3.7464217335912097E-03 a      1387     1    24     2    12
 -2.3284566149057356E-01 a      1388     1    24     2    13
  3.0548487299379407E-01 a      1389     1    24     2    14
  2.2400995950596159E-01 a      1390     1    24     2    15
 -6.4197344414830382E-02 a      1391     1    24     2    16
 -2.6608990196645599E-01 a      1392     1    24     2    17
 -1.0293467787285442E-01 a      1393     1    24     2    18
 -3.5537312299207879E-01 a      1394     1    24     2    19
  1.0851594530393444E-01 a      1395     1    24     2    20
  1.3784284166869920E-01 a      1396     1    24     2    21
 -3.1107712312822938E-01 a      1397     1    24     2    22
 -1.2769864599309669E-01 a      1398     1    24     2    23
 -1.3613853881382257E-01 a      1399     1    24     2    24
  8.0011058332078971E-02 a      1400     1    24     2    25
  8.2025091246655235E-01 a      1401     1    25     2     1
 -2.7034647283236218E-01 a      1402     1    25     2     2
  1.8163530663147356E-01 a      1403     1    25     2     3
  4.7536284780880406E-01 a      1404     1    25     2     4
 -5.7199668113271429E-01 a      1405     1    25     2     5
 -7.2818010057987637E-01 a      1406     1    25     2     6
 -1.4108093102594152E-02 a      1407     1    25     2     7
  4.7326515436314992E-01 a      1408     1    25     2     8
 -6.6256444550173854E-01 a      1409     1    25     2     9
 -2.2049303381134547E-01 a      1410     1    25     2    10
 -2.2197750484213488E-01 a      1411     1    25     2    11
  4.7192255044233405E-01 a      1412     1    25     2    12
  7.2948860758297887E-02 a      1413     1    25     2    13
 -3.6435018051203094E-01 a      1414     1    25     2    14
 -3.8826258087813664E-01 a      1415     1    25     2    15
  3.9704592172128905E-01 a      1416     1    25     2    16
  3.9269864625637835E-01 a      1417     1    25     2    17
  6.7118572106938656E-01 a      1418     1    25     2    18
  4.6378729117071860E-01 a      1419     1    25     2    19
 -3.4140361097814131E-01 a      1420     1    25     2    20
  3.0281110171189973E-01 a      1421     1    25     2    21
 -1.3389485015370719E+00 a      1422     1    25     2    22
 -8.1518621978808992E-01 a      1423     1    25     2    23
  7.7109249092931598E-01 a      1424     1    25     2    24
  1.4341877399078553E+00 a      1425     1    25     2    25
  1.2175326332048206E+00 b      1426     2     1
 -2.1945949371191511E+00 b      1427     2     2
 -1.2445801831300769E+00 b      1428     2     3
 -5.0436832581508539E-01 b      1429     2     4
 -1.7980658929866999E-01 b      1430     2     5
 -7.1245900483021318E-01 b      1431     2     6
 -2.8977357093531991E-01 b      1432     2     7
 -7.0873498418404635E-01 b      1433     2     8
 -1.1110306400778482E-01 b      1434     2     9
 -2.5784174932228948E-01 b      1435     2    10
  7.2595097995094393E-01 b      1436     2    11
 -3.3123541204104018E-01 b      1437     2    12
  7.6938436872051041E-01 b      1438     2    13
 -4.1180899127689269E-01 b      1439     2    14
  4.4970951448844143E-01 b      1440     2    15
 -8.0387336713002411E-02 b      1441     2    16
  2.4775114489049246E-01 b      1442     2    17
  1.4861215833244207E-01 b      1443     2    18
  1.2204227262144509E+00 b      1444     2    19
  6.3065388864506178E-01 b      1445     2    20
  7.3956546061020156E-01 b      1446     2    21
 -7.9775346432427408E-01 b      1447     2    22
 -5.5090059721430817E-01 b      1448     2    23
  2.7234541962015707E-01 b      1449     2    24
  6.2478581555256119E-01 b      1450     2    25
 -8.8147788508127789E-01 a      1451     2     1     3     1
  7.7096250282823064E-01 a      1452     2     2     3     1
  7.9688466407131242E-01 a      1453     2     3     3     1
  2.5238314474851448E-01 a      1454     2     4     3     1
  1.5365929188063848E-01 a      1455     2     5     3     1
  9.8970330763464287E-01 a      1456     2     6     3     1
 -2.3343199773207318E-01 a      1457     2     7     3     1
  2.8092898337250805E-01 a      1458     2     8     3     1
  6.5170579228242398E-01 a      1459     2     9     3     1
  1.0853091436247115E+00 a      1460     2    10     3     1
  3.9938148931978734E-01 a      1461     2    11     3     1
  2.9992880236742719E-01 a      1462     2    12     3     1
 -4.5414355085321828E-01 a      1463     2    13     3     1
 -6.3788441094859016E-01 a      1464     2    14     3     1
 -1.1458086004984691E+00 a      1465     2    15     3     1
 -9.1407719172420099E-01 a      1466     2    16     3     1
  7.8194411769649619E-01 a      1467     2    17     3     1
  8.4716806646019160E-01 a      1468     2    18     3     1
 -6.2152946093059547E-01 a      1469     2    19     3     1
 -1.2515063523372121E+00 a      1470     2    20     3     1
 -1.9078546093397404E+00 a      1471     2    21     3     1
  9.4739247610650223E-01 a      1472     2    22     3     1
  6.1482087201269409E-01 a      1473     2    23     3     1
  1.0762180332100526E+00 a      1474     2    24     3     1
  4.5873514086154560E-01 a      1475     2    25     3     1
 -3.5598722267433730E-01 b      1476     3     1
