################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.2755699243343706E-02 a       532     0    22     1     7
  1.8851624840742362E-02 a       533     0    22     1     8
 -4.9118104476346194E-02 a       534     0    22     1     9
 -1.3479499114055390E-01 a       535     0    22     1    10
 -2.2383591905599652E-02 a       536     0    22     1    11
 -1.7298161827488889E-01 a       537     0    22     1    12
  3.5446618621273795E-02 a       538     0    22     1    13
 -3.1092344530244398E-01 a       539     0    22     1    14
  2.3240900906616299E-01 a       540     0    22     1    15
  1.9090809969941697E-01 a       541     0    22     1    16
 -7.4165544667002065E-02 a       542     0    22     1    17
  1.5792338030706074E-01 a       543     0    22     1    18
 -8.6948624220207146E-02 a       544     0    22     1    19
 -1.8403981720953036E-01 a       545     0    22     1    20
 -2.9592957323930130E-01 a       546     0    22     1    21
 -2.9075528938121820E-01 a       547     0    22     1    22
 -2.6167867761323760E-01 a       548     0    22     1    23
  5.1467832997935982E-02 a       549     0    22     1    24
  3.8209600888761096E-02 a       550     0    22     1    25
 -2.5234286408336420E-01 a       551     0    23     1     1
  5.9575386301948652E-01 a       552     0    23     1     2
 -1.8779625110771545E-01 a       553     0    23     1     3
  3.8424984505186033E-01 a       554     0    23     1     4
  9.2477350176406425E-01 a       555     0    23     1     5
 -1.1804504282433655E-01 a       556     0    23     1     6
 -3.2558674356678430E-01 a       557     0    23     1     7
  1.0351834912507774E+00 a       558     0    23     1     8
 -2.5638191215766482E-02 a       559     0    23     1     9
 -3.0376840331628219E-01 a       560     0    23     1    10
  5.8083758216343706E-01 a       561     0    23     1    11
 -5.4497087499227981E-01 a       562     0    23     1    12
 -2.9938174030827697E-01 a       563     0    23     1    13
  2.9748221298163557E-01 a       564     0    23     1    14
  3.4738117442161937E-01 a       565     0    23     1    15
  3.5460733022671764E-01 a       566     0    23     1    16
  4.6711127998967805E-01 a       567     0    23     1    17
 -2.2586165144971987E-01 a       568     0    23     1    18
  4.7213012012691270E-02 a       569     0    23     1    19
 -6.1848941840596738E-01 a       570     0    23     1    20
 -2.7694234307308163E-01 a       571     0    23     1    21
 -9.3598135388466797E-01 a       572     0    23     1    22
  4.0059198318229611E-01 a       573     0    23     1    23
  2.1117609895670247E-01 a       574     0    23     1    24
  1.2933861374191311E-01 a       575     0    23     1    25
 -1.2363810018828196E-01 a       576     0    24     1     1
 -4.3471844875123772E-01 a       577     0    24     1     2
  4.7611352592266670E-01 a       578     0    24     1     3
  1.0825185163182410E-01 a       579     0    24     1     4
 -1.1512620916751627E-01 a       580     0    24     1     5
 -9.8395483194477573E-01 a       581     0    24     1     6
  5.3560979586140178E-01 a       582     0    24     1     7
 -3.2652513804884736E-01 a       583     0    24     1     8
  2.6712938481993476E-01 a       584     0    24     1     9
 -7.1130165896549147E-01 a       585     0    24     1    10
  1.3761729333657469E-01 a       586     0    24     1    11
  2.6098505078759704E-01 a       587     0    24     1    12
  4.5770061103951815E-01 a       588     0    24     1    13
 -3.6950047128512320E-01 a       589     0    24     1    14
  9.5337615584719412E-02 a       590     0    24     1    15
 -3.3511100915281800E-01 a       591     0    24     1    16
 -4.3235107816136659E-01 a       592     0    24     1    17
 -8.0092069597449481E-02 a       593     0    24     1    18
  5.0029909781820048E-01 a       594     0    24     1    19
  1.8407475099935586E-01 a       595     0    24     1    20
  1.9176203446806861E-01 a       596     0    24     1    21
  1.6190721775072134E-01 a       597     0    24     1    22
 -2.5323362685509415E-01 a       598     0    24     1    23
 -3.3772485153809273E-01 a       599     0    24     1    24
 -2.3050579447965036E-01 a       600     0    24     1    25
  1.9307768318212240E-01 a       601     0    25     1     1
  7.7746385193542530E-02 a       602     0    25     1     2
 -2.2476754485249412E-01 a       603     0    25     1     3
  7.3563498727461679E-02 a       604     0    25     1     4
 -2.4074061478660706E-02 a       605     0    25     1     5
  1.2977823003729408E-01 a       606     0    25     1     6
 -1.7051068077189169E-01 a       607     0    25     1     7
  1.6894122028566527E-01 a       608     0    25     1     8
 -1.0699618229170423E-01 a       609     0    25     1     9
  1.9488213480641794E-01 a       610     0    25     1    10
 -1.2391944402058737E-01 a       611     0    25     1    11
  1.6051489791040932E-01 a       612     0    25     1    12
  1.0743992434998181E-01 a       613     0    25     1    13
  3.0010442416504413E-01 a       614     0    25     1    14
 -1.0290445302522123E-01 a       615     0    25     1    15
  1.4534680398517003E-01 a       616     0    25     1    16
  9.3447900351591437E-02 a       617     0    25     1    17
 -1.1494709599258694E-01 a       618     0    25     1    18
  1.0455023272726042E-02 a       619     0    25     1    19
 -4.0272881242804523E-02 a       620     0    25     1    20
 -5.9235043567838229E-02 a       621     0    25     1    21
  3.8438199229183506E-01 a       622     0    25     1    22
  1.3869928404557091E-01 a       623     0    25     1    23
 -9.1872849254825029E-02 a       624     0    25     1    24
  8.0833440161169431E-02 a       625     0    25     1    25
  4.8766608795319932E-01 a       626     0    26     1     1
 -2.6549250333060737E-01 a       627     0    26     1     2
  2.7625479590122715E-01 a       628     0    26     1     3
  1.3908208770531386E-01 a       629     0    26     1     4
 -2.0494936728325777E-01 a       630     0    26     1     5
 -2.8166943281138834E-01 a       631     0    26     1     6
  4.1805995853513056E-01 a       632     0    26     1     7
 -2.4489420757660812E-01 a       633     0    26     1     8
 -3.9505649918510660E-01 a       634     0    26     1     9
  3.3570589732774531E-01 a       635     0    26     1    10
 -6.5968170562052314E-02 a       636     0    26     1    11
  5.0044544166080894E-03 a       637     0    26     1    12
  2.4493125986511219E-01 a       638     0    26     1    13
  5.8014067573371320E-01 a       639     0    26     1    14
  1.5175456598076864E-01 a       640     0    26     1    15
 -1.5331675920653995E-01 a       641     0    26     1    16
  4.2782766753952511E-01 a       642     0    26     1    17
 -3.3656856123237870E-02 a       643     0    26     1    18
  1.4245813989948961E-01 a       644     0    26     1    19
  1.2940561771247494E-01 a       645     0    26     1    20
  5.3481232655617994E-02 a       646     0    26     1    21
 -1.3918847862485736E-01 a       647     0    26     1    22
  4.2810409565622008E-02 a       648     0    26     1    23
  1.1434182377672505E-01 a       649     0    26     1    24
 -3.7273379038567103E-02 a       650     0    26     1    25
  6.5085710217451898E-01 a       651     0    27     1     1
 -1.2837815843640316E-01 a       652     0    27     1     2
  5.8141725752129858E-01 a       653     0    27     1     3
 -3.0630601026884691E-01 a       654     0    27     1     4
 -8.9495684420368246E-02 a       655     0    27     1     5
  8.5999649567317829E-02 a       656     0    27     1     6
  1.9360929888973197E-01 a       657     0    27     1     7
 -7.2501929751165950E-01 a       658     0    27     1     8
  3.2034463801224888E-01 a       659     0    27     1     9
  2.0194009113842122E-02 a       660     0    27     1    10
  7.0214900622907905E-01 a       661     0    27     1    11
 -3.5779845982718667E-01 a       662     0    27     1    12
 -3.4701758383555625E-01 a       663     0    27     1    13
 -7.7874207331794593E-02 a       664     0    27     1    14
  2.0277669022327080E-01 a       665     0    27     1    15
  1.1953465429383283E+00 a       666     0    27     1    16
 -5.1744822701102000E-01 a       667     0    27     1    17
 -7.6907888613193906E-02 a       668     0    27     1    18
  2.1289201205315822E-01 a       669     0    27     1    19
 -8.7308940822471131E-03 a       670     0    27     1    20
  1.2178200641150230E+00 a       671     0    27     1    21
  5.7596041859586056E-01 a       672     0    27     1    22
  6.1571287507310735E-01 a       673     0    27     1    23
 -8.3589088995028094E-01 a       674     0    27     1    24
  1.2258007984618976E-02 a       675     0    27     1    25
 -3.3223541997696798E-01 a       676     0    28     1     1
  2.1178014707230262E-02 a       677     0    28     1     2
  8.2610822381721780E-02 a       678     0    28     1     3
  1.0854375716562054E-01 a       679     0    28     1     4
  1.3586481417689739E-01 a       680     0    28     1     5
  9.9452056130876973E-02 a       681     0    28     1     6
 -7.8380827868440139E-02 a       682     0    28     1     7
 -1.6140889868155003E-01 a       683     0    28     1     8
 -2.6496661057998788E-01 a       684     0    28     1     9
  6.1767826170322664E-02 a       685     0    28     1    10
 -7.4194324426203245E-02 a       686     0    28     1    11
 -1.4683222427898279E-01 a       687     0    28     1    12
 -6.6105584853813876E-02 a       688     0    28     1    13
 -1.4575603311437063E-01 a       689     0    28     1    14
  1.4358655299607512E-01 a       690     0    28     1    15
 -6.6810800500636891E-01 a       691     0    28     1    16
  8.6728359126654331E-02 a       692     0    28     1    17
 -1.3646393951757096E-02 a       693     0    28     1    18
 -8.3608834977728891E-02 a       694     0    28     1    19
  4.3161069903980893E-02 a       695     0    28     1    20
 -2.5629114379450990E-01 a       696     0    28     1    21
 -5.2453055949808070E-01 a       697     0    28     1    22
 -1.7421769283769595E-01 a       698     0    28     1    23
  2.8436778120003864E-01 a       699     0    28     1    24
  3.7846590354590280E-02 a       700     0    28     1    25
  7.4597884399184122E-01 a       701     0    29     1     1
 -5.2534041634767559E-01 a       702     0    29     1     2
 -3.7792180137863607E-01 a       703     0    29     1     3
  2.7518826332631127E-02 a       704     0    29     1     4
 -4.0124653433236046E-01 a       705     0    29     1     5
  1.0074712744807799E+00 a       706     0    29     1     6
  2.3748238610623504E-01 a       707     0    29     1     7
 -9.6422054144828712E-02 a       708     0    29     1     8
 -7.7321425894702922E-02 a       709     0    29     1     9
  2.9037990180828593E-01 a       710     0    29     1    10
 -6.4048493633527714E-01 a       711     0    29     1    11
  1.4626493941347671E+00 a       712     0    29     1    12
 -2.2381508431423006E-01 a       713     0    29     1    13
 -4.9059411017873383E-01 a       714     0    29     1    14
 -4.7690774780784935E-02 a       715     0    29     1    15
 -1.0552861120709527E-01 a       716     0    29     1    16
  3.5794209269624366E-01 a       717     0    29     1    17
  7.4346964071902652E-02 a       718     0    29     1    18
 -3.9015070968117738E-01 a       719     0    29     1    19
 -6.1454492956711723E-02 a       720     0    29     1    20
  2.0286975728198181E-01 a       721     0    29     1    21
  5.2508968925163990E-01 a       722     0    29     1    22
  1.9465406747065422E-01 a       723     0    29     1    23
  6.4203063426760465E-01 a       724     0    29     1    24
 -8.0284436991845343E-02 a       725     0    29     1    25
 -1.5912257266032970E-01 a       726     0    30     1     1
  4.0475784355213579E-01 a       727     0    30     1     2
 -8.9445218438321539E-01 a       728     0    30     1     3
 -2.9806072632430719E-01 a       729     0    30     1     4
 -3.3425389568467967E-01 a       730     0    30     1     5
  6.8878437030330197E-01 a       731     0    30     1     6
 -4.4865536036405085E-01 a       732     0    30     1     7
  9.6597453999961221E-03 a       733     0    30     1     8
  1.6251748386749179E-01 a       734     0    30     1     9
  5.9282556874027996E-02 a       735     0    30     1    10
 -2.7576209222296588E-02 a       736     0    30     1    11
  1.4955708782567256E-01 a       737     0    30     1    12
 -3.9364453194779525E-01 a       738     0    30     1    13
 -4.4165007676947665E-01 a       739     0    30     1    14
 -1.6765367698438691E-01 a       740     0    30     1    15
  7.2841821500491165E-03 a       741     0    30     1    16
 -4.2252545610164982E-01 a       742     0    30     1    17
  2.0916409024426624E-01 a       743     0    30     1    18
 -6.3568882753108502E-01 a       744     0    30     1    19
  2.9135127933588325E-02 a       745     0    30     1    20
 -3.2374914356932455E-01 a       746     0    30     1    21
  1.4544911736024943E-02 a       747     0    30     1    22
 -3.2115649121346029E-01 a       748     0    30     1    23
 -3.3455522039334620E-02 a       749     0    30     1    24
 -7.4292987160972573E-02 a       750     0    30     1    25
 -2.9952954771633500E-01 b       751     1     1
 -9.3103948242722522E-05 b       752     1     2
 -1.0395970283344784E-01 b       753     1     3
  8.0245549921734813E-02 b       754     1     4
  6.4168759262445996E-01 b       755     1     5
  4.6054937107273974E-01 b       756     1     6
 -7.8219335512459320E-01 b       757     1     7
 -6.3882052409241621E-02 b       758     1     8
 -5.2910941197037389E-02 b       759     1     9
 -2.5688180105079023E-01 b       760     1    10
  2.5505381566558105E-01 b       761     1    11
 -4.4626851929100159E-01 b       762     1    12
  5.3254580470893563E-02 b       763     1    13
  4.9838948989621851E-01 b       764     1    14
 -5.2268540628838664E-02 b       765     1    15
 -2.3770476788162923E-01 b       766     1    16
  1.2275371608463306E-01 b       767     1    17
 -1.5567015541497395E-01 b       768     1    18
  3.9363093920475484E-01 b       769     1    19
 -1.4112949033037434E-01 b       770     1    20
  1.1425344577065133E-01 b       771     1    21
  1.3219956940844671E-01 b       772     1    22
 -3.8292444261082509E-01 b       773     1    23
  1.9157554395590617E-01 b       774     1    24
 -1.9732230481505719E-01 b       775     1    25
 -1.0738475846286424E-01 a       776     1     1     2     1
  2.7330419206647483E-01 a       777     1     1     2     2
 -9.3611923989209089E-02 a       778     1     1     2     3
 -4.0222782367504865E-02 a       779     1     1     2     4
  2.9909836431496889E-01 a       780     1     1     2     5
 -1.2348857052219721E-01 a       781     1     1     2     6
  2.7157707016960730E-01 a       782     1     1     2     7
  2.9577231497400253E-01 a       783     1     1     2     8
 -2.0480580129967983E-03 a       784     1     1     2     9
 -3.0610812564366519E-01 a       785     1     1     2    10
 -9.6636199949237145E-01 a       786     1     1     2    11
  5.8221105160664796E-02 a       787     1     1     2    12
  4.8899551607142472E-01 a       788     1     1     2    13
  2.2190355742340254E-02 a       789     1     1     2    14
 -2.9834818901655757E-01 a       790     1     1     2    15
 -1.3425966933217726E-01 a       791     1     1     2    16
  2.8104863756862482E-03 a       792     1     1     2    17
  1.0943408704215532E-01 a       793     1     1     2    18
  2.6968510866741086E-01 a       794     1     1     2    19
  6.8590294298173993E-01 a       795     1     1     2    20
  4.7548546658434204E-01 a       796     1     1     2    21
 -4.5894352479598266E-01 a       797     1     1     2    22
 -3.5482382245021515E-01 a       798     1     1     2    23
  4.8346683476919605E-01 a       799     1     1     2    24
  3.8447208119631748E-01 a       800     1     1     2    25
 -3.6306642997782546E-01 a       801     1     2     2     1
 -2.7174056686353754E-03 a       802     1     2     2     2
  8.5910540749011111E-01 a       803     1     2     2     3
  8.3046543912408108E-02 a       804     1     2     2     4
 -7.3098122035859969E-01 a       805     1     2     2     5
  1.9760341929203795E-01 a       806     1     2     2     6
 -7.4980152365740471E-01 a       807     1     2     2     7
  5.6114574616259905E-02 a       808     1     2     2     8
 -9.4625188555223887E-03 a       809     1     2     2     9
  2.1952757277679501E-02 a       810     1     2     2    10
 -1.8681866458988627E-01 a       811     1     2     2    11
 -7.1467607038845665E-02 a       812     1     2     2    12
  5.5622365606521736E-02 a       813     1     2     2    13
 -4.5731089147489656E-01 a       814     1     2     2    14
  3.5485626932234754E-01 a       815     1     2     2    15
  9.6093441394598467E-02 a       816     1     2     2    16
 -4.2272604622174897E-01 a       817     1     2     2    17
 -4.8984420006804963E-01 a       818     1     2     2    18
 -1.0456652158311728E+00 a       819     1     2     2    19
 -7.0355684061128343E-01 a       820     1     2     2    20
 -5.8674573888026305E-01 a       821     1     2     2    21
 -1.6198369793067327E-01 a       822     1     2     2    22
 -9.4148937035091351E-01 a       823     1     2     2    23
 -3.2648986851879819E-01 a       824     1     2     2    24
 -6.7946280793629876E-01 a       825     1     2     2    25
 -2.9363364207100462E-01 a       826     1     3     2     1
 -4.9158058312087616E-01 a       827     1     3     2     2
 -5.3689838129525158E-01 a       828     1     3     2     3
 -4.7343720882461404E-01 a       829     1     3     2     4
 -3.6309314948069671E-01 a       830     1     3     2     5
 -8.6215191329867373E-03 a       831     1     3     2     6
  9.1419522425717756E-02 a       832     1     3     2     7
 -5.2279315168811895E-02 a       833     1     3     2     8
  2.4031441361697259E-01 a       834     1     3     2     9
 -1.8810861043881591E-01 a       835     1     3     2    10
  5.6677175287346693E-01 a       836     1     3     2    11
 -1.5814662095673368E-01 a       837     1     3     2    12
 -4.8359700983926507E-01 a       838     1     3     2    13
  3.1087646308262162E-01 a       839     1     3     2    14
  2.6491263865408998E-01 a       840     1     3     2    15
  2.3038839231987618E-01 a       841     1     3     2    16
  1.4993376743040457E-01 a       842     1     3     2    17
 -1.5525211938400540E-01 a       843     1     3     2    18
 -6.8211791871173166E-01 a       844     1     3     2    19
 -9.1305617738627098E-01 a       845     1     3     2    20
 -2.4480870161332849E-01 a       846     1     3     2    21
 -3.3100814196174139E-01 a       847     1     3     2    22
 -3.2471906580912707E-01 a       848     1     3     2    23
 -1.3586989092417090E-01 a       849     1     3     2    24
 -6.6380239457797641E-02 a       850     1     3     2    25
  9.0548118808902311E-01 a       851     1     4     2     1
  5.4350641448368257E-02 a       852     1     4     2     2
 -3.8633481740201930E-01 a       853     1     4     2     3
  5.4882144562875268E-02 a       854     1     4     2     4
  4.7881626463982352E-01 a       855     1     4     2     5
 -3.3029054383978473E-01 a       856     1     4     2     6
  1.3399524429404400E-01 a       857     1     4     2     7
 -1.3520220302627248E-01 a       858     1     4     2     8
  2.6048776013939397E-02 a       859     1     4     2     9
 -2.7039359975137855E-01 a       860     1     4     2    10
  2.6937231363257091E-01 a       861     1     4     2    11
 -7.8392899488556531E-02 a       862     1     4     2    12
  1.0911387157833176E-01 a       863     1     4     2    13
  2.7146662048286868E-01 a       864     1     4     2    14
  4.2287604416379042E-02 a       865     1     4     2    15
 -7.7629584448702327E-01 a       866     1     4     2    16
  1.4168828293096386E-01 a       867     1     4     2    17
 -1.0792087382732174E-01 a       868     1     4     2    18
 -3.1183825648203334E-01 a       869     1     4     2    19
 -2.8042571346766482E-01 a       870     1     4     2    20
  1.9073916887530176E-01 a       871     1     4     2    21
  4.3335749340385574E-02 a       872     1     4     2    22
  4.8821626175395005E-01 a       873     1     4     2    23
 -1.0892504311603421E-01 a       874     1     4     2    24
  4.2203374286945322E-01 a       875     1     4     2    25
  4.4954815562425937E-01 a       876     1     5     2     1
  4.0047807817142268E-02 a       877     1     5     2     2
 -5.4000549578018153E-01 a       878     1     5     2     3
  6.1720112752333145E-01 a       879     1     5     2     4
  1.7892277813735544E+00 a       880     1     5     2     5
 -5.4397885793151846E-01 a       881     1     5     2     6
  9.3309530078548475E-01 a       882     1     5     2     7
 -1.1357966229450311E-01 a       883     1     5     2     8
 -4.9757811570537780E-01 a       884     1     5     2     9
  2.9824774573429286E-01 a       885     1     5     2    10
 -8.6076964220838681E-01 a       886     1     5     2    11
  7.2474464906884598E-02 a       887     1     5     2    12
  1.0667181980785928E-01 a       888     1     5     2    13
 -2.9525214573758612E-01 a       889     1     5     2    14
 -1.7134313927127462E-01 a       890     1     5     2    15
  4.6183944600704979E-01 a       891     1     5     2    16
 -1.6106163026766207E-01 a       892     1     5     2    17
 -2.9226036271676997E-01 a       893     1     5     2    18
  6.3650912210113064E-01 a       894     1     5     2    19
  3.7726482483362683E-01 a       895     1     5     2    20
  1.2459686403939993E+00 a       896     1     5     2    21
 -9.2062291636021265E-01 a       897     1     5     2    22
  9.9038111330093725E-01 a       898     1     5     2    23
  3.5251773346756471E-01 a       899     1     5     2    24
  6.0672989905694297E-01 a       900     1     5     2    25
  3.1081990483874573E-02 a       901     1     6     2     1
  2.2391875516877738E-01 a       902     1     6     2     2
  1.6301517477306682E-01 a       903     1     6     2     3
 -5.8433981515003552E-01 a       904     1     6     2     4
 -3.2063500604450729E-01 a       905     1     6     2     5
 -1.3461498232281438E-01 a       906     1     6     2     6
  1.1878631963971470E-01 a       907     1     6     2     7
  2.3890152401326062E-01 a       908     1     6     2     8
 -4.7763449683252834E-01 a       909     1     6     2     9
 -9.1161302845127856E-01 a       910     1     6     2    10
 -3.7573138975713072E-01 a       911     1     6     2    11
  3.0119442628915954E-01 a       912     1     6     2    12
 -6.7370652495683195E-03 a       913     1     6     2    13
  1.8695512233103850E-01 a       914     1     6     2    14
 -1.1311350173630504E-01 a       915     1     6     2    15
  5.5800978332887319E-01 a       916     1     6     2    16
  3.2215713707057343E-02 a       917     1     6     2    17
 -1.3937327889456932E-01 a       918     1     6     2    18
  4.3101915697844169E-02 a       919     1     6     2    19
  1.6520344849565441E-01 a       920     1     6     2    20
 -1.8014341560471211E-01 a       921     1     6     2    21
 -2.7518856398477953E-01 a       922     1     6     2    22
  6.3600790116118289E-01 a       923     1     6     2    23
  4.3301028002692234E-02 a       924     1     6     2    24
  2.9545442390480861E-02 a       925     1     6     2    25
 -4.8069501197161257E-01 a       926     1     7     2     1
  4.6521253456195893E-01 a       927     1     7     2     2
  6.9640493145531668E-01 a       928     1     7     2     3
  7.4279170694529639E-01 a       929     1     7     2     4
  1.6623009570797516E+00 a       930     1     7     2     5
  2.0399397069843775E-01 a       931     1     7     2     6
  4.4440161706167308E-01 a       932     1     7     2     7
  6.0570341402576588E-01 a       933     1     7     2     8
 -5.8103409944337059E-01 a       934     1     7     2     9
  7.3076055052986499E-01 a       935     1     7     2    10
 -6.6712683552890384E-01 a       936     1     7     2    11
  2.1650168083618021E-01 a       937     1     7     2    12
  6.7551824284801976E-01 a       938     1     7     2    13
 -9.6575811504107834E-01 a       939     1     7     2    14
 -2.2817432563637555E-01 a       940     1     7     2    15
  6.6043359554778602E-01 a       941     1     7     2    16
  5.3706305082881309E-02 a       942     1     7     2    17
 -7.3336929022661412E-01 a       943     1     7     2    18
 -2.8662908751385374E-01 a       944     1     7     2    19
  2.5806315746624586E-01 a       945     1     7     2    20
  9.0511469207149253E-01 a       946     1     7     2    21
  4.2333131955018100E-01 a       947     1     7     2    22
  1.9423697981317628E-01 a       948     1     7     2    23
 -1.5637609026328647E-01 a       949     1     7     2    24
  3.1425973578940886E-01 a       950     1     7     2    25
 -2.2920534968800060E-01 a       951     1     8     2     1
 -1.5310786308436606E-02 a       952     1     8     2     2
 -1.7252708833952038E-01 a       953     1     8     2     3
 -1.2061050953477209E-02 a       954     1     8     2     4
  1.6057328644651755E-01 a       955     1     8     2     5
 -1.0899258126336849E-02 a       956     1     8     2     6
 -1.9889704214869355E-01 a       957     1     8     2     7
  4.3904768934852945E-01 a       958     1     8     2     8
 -1.0556898538109122E-01 a       959     1     8     2     9
 -2.4598901629869599E-01 a       960     1     8     2    10
  4.2212556015807576E-02 a       961     1     8     2    11
 -5.0430509093124598E-01 a       962     1     8     2    12
  6.6649653407918052E-01 a       963     1     8     2    13
 -1.8470054997125365E-01 a       964     1     8     2    14
  2.0222952752032702E-01 a       965     1     8     2    15
  3.7886068291792273E-02 a       966     1     8     2    16
 -1.8775407084058604E-01 a       967     1     8     2    17
 -4.0150324883238603E-01 a       968     1     8     2    18
  2.8508395901891740E-03 a       969     1     8     2    19
  2.3736523274599747E-01 a       970     1     8     2    20
 -6.1252830099807969E-02 a       971     1     8     2    21
  3.0136148865699824E-01 a       972     1     8     2    22
  5.0707997493450285E-01 a       973     1     8     2    23
  9.3359589462676029E-02 a       974     1     8     2    24
 -5.3963374330984734E-02 a       975     1     8     2    25
  5.5490658717579477E-01 a       976     1     9     2     1
  1.8804918030508991E-01 a       977     1     9     2     2
  9.0644391177674463E-02 a       978     1     9     2     3
  4.1939385664963641E-01 a       979     1     9     2     4
 -7.5769652082317007E-02 a       980     1     9     2     5
 -3.0449627369994170E-01 a       981     1     9     2     6
 -5.1147000849733393E-02 a       982     1     9     2     7
  2.5352118788609046E-01 a       983     1     9     2     8
 -3.7710435855629415E-02 a       984     1     9     2     9
  5.9757514459155923E-03 a       985     1     9     2    10
  2.3957064021643337E-01 a       986     1     9     2    11
 -2.8611099432828202E-01 a       987     1     9     2    12
 -1.6441919336628194E-01 a       988     1     9     2    13
 -9.9984815206290753E-02 a       989     1     9     2    14
  3.4680493792227163E-01 a       990     1     9     2    15
  1.8939254513766896E-01 a       991     1     9     2    16
 -5.1774229542952765E-01 a       992     1     9     2    17
  3.0182128590000640E-01 a       993     1     9     2    18
  4.5315505865224738E-02 a       994     1     9     2    19
 -2.6069794443443350E-01 a       995     1     9     2    20
 -3.7439004092267048E-01 a       996     1     9     2    21
  8.2161697851909868E-02 a       997     1     9     2    22
 -9.1553322749568400E-02 a       998     1     9     2    23
  3.1945679009255912E-01 a       999     1     9     2    24
 -8.3240211551475196E-01 a      1000     1     9     2    25
  6.9793642233263120E-01 a      1001     1    10     2     1
  1.1910576104487959E-01 a      1002     1    10     2     2
 -3.9116121265482834E-01 a      1003     1    10     2     3
  6.2883114213411820E-02 a      1004     1    10     2     4
  3.8358198744947786E-01 a      1005     1    10     2     5
  1.2464675001680821E-01 a      1006     1    10     2     6
 -1.5332478458805104E-01 a      1007     1    10     2     7
  9.7165034099310401E-03 a      1008     1    10     2     8
 -3.4348640722548479E-01 a      1009     1    10     2     9
 -1.8396201830528336E-01 a      1010     1    10     2    10
 -4.3888669646321260E-01 a      1011     1    10     2    11
 -6.5114882737854929E-02 a      1012     1    10     2    12
  3.7736878562503806E-01 a      1013     1    10     2    13
 -1.7004046068654716E-01 a      1014     1    10     2    14
 -1.8580394938014552E-02 a      1015     1    10     2    15
 -5.4068569256084298E-01 a      1016     1    10     2    16
 -3.8444355313231915E-01 a      1017     1    10     2    17
 -6.0757568894885261E-01 a      1018     1    10     2    18
 -4.8871136146721339E-01 a      1019     1    10     2    19
 -6.7883426672595282E-01 a      1020     1    10     2    20
 -3.5205239779287989E-01 a      1021     1    10     2    21
 -1.6294334260425689E-01 a      1022     1    10     2    22
  9.1816429815331757E-01 a      1023     1    10     2    23
  6.2518138286406755E-01 a      1024     1    10     2    24
 -4.4922387004785869E-01 a      1025     1    10     2    25
 -3.2320268816548658E-01 a      1026     1    11     2     1
 -4.6494390493211918E-01 a      1027     1    11     2     2
 -8.0089752734462755E-02 a      1028     1    11     2     3
 -3.2430236391948775E-01 a      1029     1    11     2     4
 -4.8789454608003657E-01 a      1030     1    11     2     5
 -1.3527662588924722E-01 a      1031     1    11     2     6
  3.3100798912757529E-01 a      1032     1    11     2     7
 -3.0100660006416902E-01 a      1033     1    11     2     8
  3.3450343518129194E-01 a      1034     1    11     2     9
 -2.7375319629503070E-01 a      1035     1    11     2    10
 -4.6069795545164988E-01 a      1036     1    11     2    11
  1.0959296619289158E-01 a      1037     1    11     2    12
 -1.2222673942114375E+00 a      1038     1    11     2    13
  5.9786761695740709E-01 a      1039     1    11     2    14
 -1.0560859103692579E-02 a      1040     1    11     2    15
 -3.3180742550101316E-01 a      1041     1    11     2    16
  6.6830422813380486E-01 a      1042     1    11     2    17
  2.8948491454235803E-01 a      1043     1    11     2    18
  3.0606575923441026E-01 a      1044     1    11     2    19
 -6.3799154863304042E-01 a      1045     1    11     2    20
  3.8090040327081048E-01 a      1046     1    11     2    21
 -1.4246122912853731E-01 a      1047     1    11     2    22
  1.2793477426804730E-02 a      1048     1    11     2    23
 -3.2123402818602187E-01 a      1049     1    11     2    24
  2.8675950489590252E-01 a      1050     1    11     2    25
 -5.8077965708477217E-02 a      1051     1    12     2     1
 -4.7558533094442290E-01 a      1052     1    12     2     2
 -3.8237354668041085E-01 a      1053     1    12     2     3
  2.4752462116904653E-01 a      1054     1    12     2     4
 -2.4692508047952977E-01 a      1055     1    12     2     5
  6.1203145442301501E-02 a      1056     1    12     2     6
  1.7542569707289923E-01 a      1057     1    12     2     7
 -5.8965200221073732E-01 a      1058     1    12     2     8
  2.9907611145937918E-01 a      1059     1    12     2     9
 -6.1355428337208007E-01 a      1060     1    12     2    10
  4.4606382729265998E-01 a      1061     1    12     2    11
  2.7159132457672341E-01 a      1062     1    12     2    12
 -4.9547550257701939E-01 a      1063     1    12     2    13
  4.8740300264356662E-02 a      1064     1    12     2    14
  3.7366746564963260E-01 a      1065     1    12     2    15
  7.6775078434528882E-02 a      1066     1    12     2    16
 -1.4656020237094441E-01 a      1067     1    12     2    17
 -2.1373568030182877E-03 a      1068     1    12     2    18
  1.4038668368526752E-01 a      1069     1    12     2    19
 -1.4354653796165520E+00 a      1070     1    12     2    20
 -3.1253424782796496E-01 a      1071     1    12     2    21
